answer,query_text,program_text,filename
circle,What is the shape of the gray of the object?,filter gray <nxt> query shape,36.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,36.jpg
yes,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,36.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,36.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,36.jpg
yes,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,36.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,36.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,36.jpg
4,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,37.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,37.jpg
2,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,37.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,37.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,37.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,37.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,37.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,37.jpg
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,37.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,37.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,37.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,37.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,37.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,37.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,37.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,37.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,37.jpg
rectangle,What is the shape of the orange of the object?,filter orange <nxt> query shape,37.jpg
circle,What is the shape of the gray of the object?,filter gray <nxt> query shape,37.jpg
no,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,37.jpg
5,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,38.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,38.jpg
5,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,38.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,38.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,38.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,38.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,38.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,38.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,38.jpg
1,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,38.jpg
yes,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,38.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,38.jpg
rectangle,What is the shape of the orange of the object?,filter orange <nxt> query shape,38.jpg
circle,What is the shape of the gray of the object?,filter gray <nxt> query shape,38.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,38.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,38.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,38.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,38.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,38.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,38.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,39.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,39.jpg
rectangle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,39.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,39.jpg
circle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,39.jpg
3,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,39.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,39.jpg
3,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,39.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,39.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,39.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,39.jpg
circle,What is the shape of the blue of the object?,filter blue <nxt> query shape,39.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,39.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,39.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,39.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,39.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,39.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,39.jpg
yes,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,39.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,39.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,40.jpg
6,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,40.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,40.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,40.jpg
circle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,40.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,40.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,40.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,40.jpg
6,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,40.jpg
6,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,40.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,40.jpg
no,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,40.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,40.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,40.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,40.jpg
circle,What is the shape of the green of the object?,filter green <nxt> query shape,40.jpg
circle,What is the shape of the blue of the object?,filter blue <nxt> query shape,40.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,40.jpg
circle,What is the shape of the blue of the object?,filter blue <nxt> query shape,40.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,40.jpg
rectangle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,41.jpg
2,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,41.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,41.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,41.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,41.jpg
2,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,41.jpg
rectangle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,41.jpg
4,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,41.jpg
rectangle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,41.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,41.jpg
